Time (sec),RPM,Air Temp (C),Coolant Temp (C),TPS (%),MAP (kPa),Battery Volt (V),Fuel Open Time (ms),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8,OIL PRES,OIL TEMP (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,System Temperature (C),Measured Lambda #1,
546.443,4920,39.0,87.0,6.9,76.53,13.80,3.46,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
546.493,5164,39.0,87.0,7.4,77.63,13.80,3.49,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.72,
546.543,5263,39.0,87.0,9.1,79.22,13.80,3.52,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
546.593,5338,39.0,87.0,9.7,80.88,13.80,3.58,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.74,
546.643,5076,39.0,87.0,9.8,82.60,13.80,3.65,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
546.693,5050,39.0,87.0,9.8,83.84,13.80,3.79,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
546.744,5187,39.0,87.0,10.8,84.32,13.80,3.87,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
546.793,5310,39.0,87.0,11.1,84.39,13.80,3.90,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
546.843,5185,39.0,87.0,11.1,84.60,13.80,3.90,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
546.893,5196,39.0,87.0,11.1,86.05,13.80,4.00,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,103.86,86.0,1,1,1,0,0,0,0,0,0,0,35,0.78,
546.943,5282,39.0,87.0,11.7,85.43,13.80,3.97,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.78,
546.993,5309,39.0,87.0,13.2,86.67,13.80,4.05,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.043,5344,39.0,87.0,13.5,87.15,13.80,4.08,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.093,5252,39.0,87.0,15.2,88.53,13.80,4.12,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.143,5450,39.0,87.0,17.3,90.94,13.80,4.22,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,104.01,86.1,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.193,5563,39.0,87.0,17.6,90.18,13.80,4.28,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.243,5670,39.0,87.0,17.7,89.70,13.80,4.34,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.293,5893,39.0,87.0,17.9,88.05,13.80,4.40,100.0,100.0,100.0,25.4,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.343,5810,39.0,87.0,18.0,88.05,13.80,4.32,100.0,100.0,100.0,25.1,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.393,5767,39.0,87.0,18.0,88.94,13.80,4.31,100.0,100.0,100.0,25.1,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
547.443,5873,39.0,87.0,17.9,88.18,13.80,4.36,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.493,5982,39.0,87.0,17.9,87.98,13.80,4.37,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
547.543,5857,39.0,87.0,17.9,87.49,13.80,4.34,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
547.593,6003,39.0,87.0,17.9,87.77,13.80,4.41,100.0,100.0,100.0,25.6,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
547.643,6410,39.0,87.0,18.0,86.60,13.80,4.48,100.0,100.0,100.0,26.6,0,0,0,0,0,0,0,0,103.93,86.9,1,1,1,0,0,0,0,0,0,0,35,0.81,
547.693,6643,39.0,87.0,18.0,85.08,13.80,4.22,100.0,100.0,100.0,27.6,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
547.744,6736,39.0,87.0,18.2,83.84,13.80,4.05,100.0,100.0,100.0,27.9,0,0,0,0,0,0,0,0,103.98,86.1,1,1,1,0,0,0,0,0,0,0,35,0.81,
547.793,6127,39.0,87.0,18.2,86.18,13.80,4.20,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
547.843,6196,39.0,87.0,18.2,87.22,13.80,4.39,100.0,100.0,100.0,26.1,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
547.893,6443,39.0,87.0,18.2,86.46,13.80,4.42,100.0,100.0,100.0,26.9,0,0,0,0,0,0,0,0,104.01,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
547.943,6504,39.0,87.0,18.3,85.36,13.80,4.28,100.0,100.0,100.0,27.1,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
547.993,5957,39.0,87.0,16.4,86.32,13.80,4.28,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
548.043,6149,39.0,87.0,15.8,84.39,13.80,4.21,100.0,100.0,100.0,25.9,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
548.093,6265,39.0,87.0,15.4,83.84,13.80,4.01,100.0,100.0,100.0,26.3,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
548.143,6122,39.0,87.0,11.8,80.88,13.80,3.79,100.0,100.0,100.0,25.8,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.74,
548.192,6241,39.0,87.0,2.2,72.60,13.80,3.44,100.0,100.0,100.0,25.9,0,0,0,0,0,0,0,0,103.91,86.0,1,1,1,0,0,0,0,0,0,0,35,0.78,
548.242,5963,39.0,87.0,0.2,62.05,13.80,3.27,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
548.292,5689,39.0,87.0,0.2,57.43,13.80,3.01,100.0,100.0,100.0,23.2,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
548.342,5434,39.0,87.0,0.2,56.54,13.80,2.72,100.0,100.0,100.0,19.7,0,0,0,0,0,0,0,0,103.98,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
548.392,6145,39.0,87.0,0.2,52.81,13.80,2.99,100.0,100.0,100.0,25.4,0,0,0,0,0,0,0,0,103.91,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
548.442,5917,39.0,87.0,0.2,49.71,13.80,2.83,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,59.45,86.0,1,1,1,0,0,0,0,0,0,0,35,0.94,
548.494,5632,39.0,87.0,0.2,49.64,13.80,2.67,100.0,100.0,100.0,20.0,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.94,
548.542,5818,39.0,87.0,0.2,49.02,13.80,2.77,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.96,
548.592,5577,39.0,87.0,0.2,48.26,13.80,2.64,100.0,100.0,100.0,19.0,0,0,0,0,0,0,0,0,110.60,86.0,1,1,1,0,0,0,0,0,0,0,35,0.95,
548.642,5157,39.0,87.0,0.3,50.61,13.80,2.45,100.0,100.0,100.0,13.5,0,0,0,0,0,0,0,0,70.16,86.0,1,1,1,0,0,0,0,0,0,0,35,0.95,
548.692,4786,39.0,87.0,0.3,53.71,13.80,2.24,100.0,100.0,100.0,10.6,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.96,
548.742,4681,39.0,87.0,0.2,56.26,13.80,2.33,100.0,100.0,100.0,12.4,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.95,
548.792,5615,39.0,87.0,1.3,55.99,13.80,2.80,100.0,100.0,100.0,21.6,0,0,0,0,0,0,0,0,42.63,86.0,1,1,1,0,0,0,0,0,0,0,35,0.94,
548.842,5376,39.0,87.0,2.2,57.09,13.80,2.72,100.0,100.0,100.0,19.8,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.94,
548.892,4978,39.0,87.0,2.2,59.50,13.80,2.76,100.0,100.0,100.0,17.0,0,0,0,0,0,0,0,0,112.00,86.0,1,1,1,0,0,0,0,0,0,0,35,0.94,
548.942,4595,39.0,87.0,1.5,62.40,13.80,2.96,100.0,100.0,100.0,20.6,0,0,0,0,0,0,0,0,111.13,86.0,1,1,1,0,0,0,0,0,0,0,35,0.86,
548.992,4396,39.0,87.0,1.6,62.95,13.80,2.92,100.0,100.0,100.0,21.5,0,0,0,0,0,0,0,0,107.99,86.0,1,1,1,0,0,0,0,0,0,0,35,0.86,
549.042,4326,39.0,87.0,2.4,64.47,13.80,2.96,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,104.83,86.0,1,1,1,0,0,0,0,0,0,0,35,0.89,
549.092,4589,39.0,87.0,4.3,66.33,13.80,3.23,100.0,100.0,100.0,22.5,0,0,0,0,0,0,0,0,103.86,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
549.142,4716,39.0,87.0,6.2,71.77,13.80,3.47,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,103.86,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
549.194,4736,39.0,87.0,6.3,74.74,13.80,3.44,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
549.244,4821,39.0,87.0,7.8,77.22,13.80,3.46,100.0,100.0,100.0,23.0,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
549.292,4531,39.0,87.0,10.1,81.63,13.80,3.56,100.0,100.0,100.0,22.6,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
549.342,4481,39.0,87.0,10.2,84.12,13.80,3.78,100.0,100.0,100.0,22.1,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
549.392,4587,39.0,87.0,10.3,85.63,13.80,3.88,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
549.442,4519,39.0,87.0,10.5,86.25,13.80,3.98,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.76,
549.492,4663,39.0,87.0,10.5,87.22,13.80,3.99,100.0,100.0,100.0,22.2,0,0,0,0,0,0,0,0,103.91,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.542,4508,39.0,87.0,10.5,87.01,13.80,3.99,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
549.592,4559,39.0,87.0,10.4,87.15,13.80,4.00,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
549.642,4701,39.0,87.0,10.4,87.70,13.80,4.01,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
549.692,4856,39.0,87.0,10.5,87.36,13.80,4.01,100.0,100.0,100.0,22.6,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.742,5088,39.0,87.0,11.0,86.53,13.80,4.01,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.792,5006,39.0,87.0,15.1,88.67,13.80,4.03,100.0,100.0,100.0,23.2,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.842,5305,39.0,87.0,19.5,92.39,13.80,4.19,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.892,4980,39.0,87.0,20.9,95.42,13.80,4.17,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
549.942,4730,39.0,87.0,21.4,96.87,13.80,4.19,100.0,100.0,100.0,22.3,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
549.992,4842,39.0,87.0,24.3,97.63,13.80,4.26,100.0,100.0,100.0,22.6,0,0,0,0,0,0,0,0,104.01,86.0,1,1,1,0,0,0,0,0,0,0,35,0.79,
550.042,5198,39.0,87.0,25.6,97.49,13.80,4.32,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,104.01,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
550.092,4791,39.0,87.0,25.7,98.25,13.80,4.26,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.86,
550.142,4526,39.9,87.0,25.7,98.59,13.80,4.20,100.0,100.0,100.0,21.9,0,0,0,0,0,0,0,0,103.88,86.9,1,1,1,0,0,0,0,0,0,0,35,0.85,
550.192,4871,39.0,87.0,25.6,98.32,13.80,4.27,100.0,100.0,100.0,22.7,0,0,0,0,0,0,0,0,103.93,86.0,1,1,1,0,0,0,0,0,0,0,35,0.84,
550.242,4998,39.1,87.0,25.6,97.63,13.80,4.29,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.82,
550.292,4986,39.1,87.0,25.7,98.66,13.80,4.29,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,104.01,86.9,1,1,1,0,0,0,0,0,0,0,35,0.82,
550.342,4901,39.0,87.0,25.1,97.97,13.80,4.27,100.0,100.0,100.0,22.7,0,0,0,0,0,0,0,0,103.95,86.0,1,1,1,0,0,0,0,0,0,0,35,0.84,
550.392,4943,39.9,87.0,25.0,97.56,13.80,4.28,100.0,100.0,100.0,22.8,0,0,0,0,0,0,0,0,103.93,86.1,1,1,1,0,0,0,0,0,0,0,35,0.81,
550.442,4970,39.9,87.0,25.0,98.11,13.80,4.28,100.0,100.0,100.0,22.9,0,0,0,0,0,0,0,0,103.91,86.9,1,1,1,0,0,0,0,0,0,0,35,0.80,
550.492,5106,39.9,87.0,25.1,97.42,13.80,4.31,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.81,
550.542,5124,39.0,87.0,25.1,97.84,13.80,4.31,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,103.93,86.1,1,1,1,0,0,0,0,0,0,0,35,0.81,
550.592,5067,39.0,87.0,25.2,98.04,13.80,4.29,100.0,100.0,100.0,23.2,0,0,0,0,0,0,0,0,103.93,86.1,1,1,1,0,0,0,0,0,0,0,35,0.79,
550.642,5242,39.0,87.0,25.3,97.28,13.80,4.33,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
550.692,5225,39.0,87.0,25.4,97.01,13.80,4.33,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,103.91,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
550.742,5122,39.0,87.0,24.5,97.42,13.80,4.31,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,103.88,86.0,1,1,1,0,0,0,0,0,0,0,35,0.77,
550.792,5497,39.0,87.0,22.4,95.77,13.80,4.37,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,103.91,86.9,1,1,1,0,0,0,0,0,0,0,35,0.77,
550.842,5265,39.0,87.0,18.9,93.98,13.80,4.20,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,103.95,86.1,1,1,1,0,0,0,0,0,0,0,35,0.76,
550.892,5031,39.0,87.0,9.3,89.91,13.80,4.14,100.0,100.0,100.0,23.1,0,0,0,0,0,0,0,0,103.93,86.1,1,1,1,0,0,0,0,0,0,0,35,0.75,
550.942,5552,39.0,87.0,8.0,82.94,13.80,3.98,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,103.98,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
550.992,5254,39.0,87.0,7.1,79.29,13.80,3.57,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,111.97,86.9,1,1,1,0,0,0,0,0,0,0,35,0.71,
551.042,4977,39.0,87.0,2.1,76.74,13.80,3.48,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,112.00,86.1,1,1,1,0,0,0,0,0,0,0,35,0.72,
551.092,4921,39.0,87.0,1.7,73.22,13.80,3.45,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,37.80,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.142,4969,39.0,87.0,1.8,70.88,13.80,3.48,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,36.16,86.1,1,1,1,0,0,0,0,0,0,0,35,0.76,
551.192,5309,39.0,87.0,4.0,69.57,13.80,3.30,100.0,100.0,100.0,24.2,0,0,0,0,0,0,0,0,44.47,86.9,1,1,1,0,0,0,0,0,0,0,35,0.76,
551.242,5196,39.0,87.0,4.9,70.67,13.80,3.39,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,36.53,86.0,1,1,1,0,0,0,0,0,0,0,35,0.80,
551.292,5147,39.0,87.0,5.2,71.91,13.80,3.42,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,36.34,86.9,1,1,1,0,0,0,0,0,0,0,35,0.82,
551.342,5202,39.0,87.0,5.3,73.02,13.80,3.38,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,38.55,86.9,1,1,1,0,0,0,0,0,0,0,35,0.84,
551.392,5068,39.0,87.0,5.3,73.43,13.80,3.42,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,39.07,86.9,1,1,1,0,0,0,0,0,0,0,35,0.83,
551.442,5060,39.0,87.0,5.5,74.33,13.80,3.42,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,39.37,86.0,1,1,1,0,0,0,0,0,0,0,35,0.83,
551.492,5065,39.0,87.0,5.6,74.95,13.80,3.40,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,37.38,86.1,1,1,1,0,0,0,0,0,0,0,35,0.76,
551.542,5074,39.0,87.0,5.7,75.77,13.80,3.42,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,40.20,86.0,1,1,1,0,0,0,0,0,0,0,35,0.75,
551.592,5032,39.0,87.0,5.7,75.57,13.80,3.45,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,38.13,86.9,1,1,1,0,0,0,0,0,0,0,35,0.75,
551.642,4986,39.0,87.0,5.8,76.81,13.80,3.47,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,39.67,86.0,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.692,4961,39.0,87.0,5.8,77.29,13.80,3.47,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,36.23,86.9,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.742,5021,39.0,87.0,5.8,77.01,13.80,3.48,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,39.55,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
551.793,5001,39.0,87.0,5.9,77.29,13.80,3.48,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,36.09,86.9,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.842,4976,39.0,87.0,5.9,77.70,13.80,3.48,100.0,100.0,100.0,23.4,0,0,0,0,0,0,0,0,36.71,86.9,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.892,4949,39.0,87.0,6.0,77.15,13.80,3.49,100.0,100.0,100.0,23.3,0,0,0,0,0,0,0,0,35.59,86.1,1,1,1,0,0,0,0,0,0,0,35,0.73,
551.942,5040,39.0,87.0,6.0,77.70,13.80,3.49,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,35.44,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
551.992,5077,39.0,87.0,6.0,77.84,13.80,3.47,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,35.09,86.1,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.042,5016,39.0,87.0,6.1,77.43,13.80,3.49,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,34.66,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.092,5041,39.0,87.0,6.2,77.57,13.80,3.49,100.0,100.0,100.0,23.5,0,0,0,0,0,0,0,0,35.14,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.142,5067,39.0,87.0,6.3,77.22,13.80,3.49,100.0,100.0,100.0,23.6,0,0,0,0,0,0,0,0,36.04,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.192,5144,39.0,87.0,6.7,77.70,13.80,3.47,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,35.73,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.242,5190,39.0,87.0,8.2,79.01,13.80,3.50,100.0,100.0,100.0,23.8,0,0,0,0,0,0,0,0,36.11,86.9,1,1,1,0,0,0,0,0,0,0,35,0.74,
552.292,5257,39.0,87.0,9.8,80.19,13.80,3.59,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,37.26,86.9,1,1,1,0,0,0,0,0,0,0,35,0.73,
552.342,5199,39.0,87.0,11.6,83.22,13.80,3.72,100.0,100.0,100.0,23.9,0,0,0,0,0,0,0,0,37.58,86.9,1,1,1,0,0,0,0,0,0,0,35,0.73,
552.393,5230,39.0,87.0,13.4,86.74,13.80,4.01,100.0,100.0,100.0,23.7,0,0,0,0,0,0,0,0,36.76,86.9,1,1,1,0,0,0,0,0,0,0,35,0.72,
552.442,5516,39.0,87.0,18.8,89.56,13.80,4.24,100.0,100.0,100.0,24.6,0,0,0,0,0,0,0,0,38.52,86.9,1,1,1,0,0,0,0,0,0,0,35,0.72,
552.493,5343,39.0,87.0,22.5,93.91,13.80,4.19,100.0,100.0,100.0,24.1,0,0,0,0,0,0,0,0,40.62,86.9,1,1,1,0,0,0,0,0,0,0,35,0.72,
552.542,5767,39.0,87.0,25.0,95.15,13.80,4.50,100.0,100.0,100.0,25.2,0,0,0,0,0,0,0,0,42.88,86.1,1,1,1,0,0,0,0,0,0,0,35,0.75,
552.592,5732,39.0,87.0,25.4,94.60,13.80,4.44,100.0,100.0,100.0,25.1,0,0,0,0,0,0,0,0,58.59,86.9,1,1,1,0,0,0,0,0,0,0,35,0.75,
552.642,5670,39.0,87.0,25.4,95.22,13.80,4.43,100.0,100.0,100.0,25.0,0,0,0,0,0,0,0,0,44.30,86.9,1,1,1,0,0,0,0,0,0,0,35,0.79,
552.692,5407,39.0,87.0,25.4,96.32,13.80,4.29,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,47.23,86.9,1,1,1,0,0,0,0,0,0,0,35,0.80,
552.742,5381,39.0,87.0,25.3,96.80,13.80,4.32,100.0,100.0,100.0,24.3,0,0,0,0,0,0,0,0,40.29,86.9,1,1,1,0,0,0,0,0,0,0,35,0.80,
552.792,5320,39.0,87.0,25.8,97.22,13.80,4.32,100.0,100.0,100.0,24.0,0,0,0,0,0,0,0,0,40.22,86.9,1,1,1,0,0,0,0,0,0,0,35,0.77,
552.842,5792,39.0,87.0,27.8,96.25,13.80,4.53,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,43.90,86.9,1,1,1,0,0,0,0,0,0,0,35,0.77,
552.892,5547,39.0,87.0,27.9,96.66,13.80,4.38,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,47.36,86.9,1,1,1,0,0,0,0,0,0,0,35,0.85,
552.942,5913,39.0,87.0,27.9,95.84,13.80,4.53,100.0,100.0,100.0,25.3,0,0,0,0,0,0,0,0,43.50,86.9,1,1,1,0,0,0,0,0,0,0,35,0.85,
552.992,6019,39.0,87.0,28.0,95.63,13.80,4.61,100.0,100.0,100.0,25.9,0,0,0,0,0,0,0,0,47.76,86.9,1,1,1,0,0,0,0,0,0,0,35,0.85,
553.043,6288,39.0,87.0,28.1,95.01,13.80,4.71,100.0,100.0,100.0,26.6,0,0,0,0,0,0,0,0,48.03,86.9,1,1,1,0,0,0,0,0,0,0,35,0.81,
553.092,6423,39.0,87.0,28.8,95.01,13.80,4.75,100.0,100.0,100.0,26.9,0,0,0,0,0,0,0,0,51.52,86.9,1,1,1,0,0,0,0,0,0,0,35,0.83,
553.142,6186,39.0,87.0,28.0,95.49,13.80,4.67,100.0,100.0,100.0,26.3,0,0,0,0,0,0,0,0,77.18,86.9,1,1,1,0,0,0,0,0,0,0,35,0.86,
553.192,5459,39.0,87.0,23.7,95.15,13.80,4.27,100.0,100.0,100.0,24.5,0,0,0,0,0,0,0,0,43.60,86.9,1,1,1,0,0,0,0,0,0,0,35,0.87,
553.242,5616,39.0,87.0,28.2,96.46,13.80,4.36,100.0,100.0,100.0,24.7,0,0,0,0,0,0,0,0,42.38,86.9,1,1,1,0,0,0,0,0,0,0,35,0.87,
553.292,5907,39.0,87.0,29.7,95.56,13.80,4.58,100.0,100.0,100.0,25.5,0,0,0,0,0,0,0,0,46.49,86.9,1,1,1,0,0,0,0,0,0,0,35,0.79,
553.342,5911,39.0,87.0,28.1,96.25,13.80,4.59,100.0,100.0,100.0,25.6,0,0,0,0,0,0,0,0,53.68,86.9,1,1,1,0,0,0,0,0,0,0,35,0.80,
